,1,2,3,4,5,6,7,8,9,10
0,-0.280591778508128,-0.2855268199567489,-0.277016080739704,-0.27543314598729435,-0.27694849166886343,-0.2766533809688882,-0.26831409461021616,-0.2559788152668508,-0.24726434928645716,-0.24022550249793853
1,2.3934147414009384,2.4403529582852963,2.4895206966825483,2.507478140858969,2.499648571775748,2.52071986489673,2.540925839571934,2.5386596206175787,2.5393163806973726,2.5159257586070134
2,-0.5230544117398507,-0.5119825982786634,-0.5153559645271142,-0.5118884391483093,-0.5095258996948631,-0.5081546042651947,-0.5072175723990983,-0.5091537640948011,-0.5103057690811417,-0.5132301930920269
3,-0.468706904729658,-0.46911298737229995,-0.4625875678125662,-0.4699727676296782,-0.46389491206998146,-0.4676621664168732,-0.46859848475303184,-0.46875964008919446,-0.4672741926095598,-0.466780005499709
4,-0.4171499485599749,-0.4147404482446712,-0.410553203123958,-0.40989470293290714,-0.4103366234716044,-0.41270430780817213,-0.4115303305501974,-0.4128489809096646,-0.4119670020700709,-0.41148159889874886
5,5.314876768811174,5.3043340246978685,5.420354633833583,5.474841327843555,5.509597685725909,5.5298361661270095,5.5055629502860155,5.5103032963073595,5.496884599618927,5.498170366942381
6,0.7910879780912508,0.7826461038393012,0.7243563947160897,0.7169507444632917,0.7391182297024675,0.73207141708864,0.7302606188768749,0.7138858994585386,0.719971724036782,0.7033475488462869
7,0.3960250368392209,0.38267069684712457,0.39762550849175854,0.3997002415867315,0.37372751626136447,0.36995100599273384,0.37816742548272253,0.3749820641354083,0.37107056793112303,0.3728983947831076
8,0.7165525063158207,0.7553523413130576,0.710869737621464,0.7278143535633967,0.7307714096355233,0.7432428885127993,0.753867124430658,0.7429294270671338,0.7321003089845316,0.7389233705414339
9,-0.6669207191530995,-0.6594416803872538,-0.6608533984413254,-0.6622379504806084,-0.6641826078401841,-0.664754215287755,-0.6700884923737193,-0.6731213891517899,-0.6762310296022647,-0.677559947825244
10,-0.5070640377836091,-0.5157885578934628,-0.5109501971954548,-0.5135750484653208,-0.5145904326785274,-0.518056985163508,-0.5195904082364017,-0.521576245921099,-0.5218667900059183,-0.5229988278334231
11,-0.6713441892881398,-0.6499256001089098,-0.6454749549450827,-0.6434439658752005,-0.6418363503952462,-0.6403445581232318,-0.6426962936934134,-0.6426352354424613,-0.6436764636606076,-0.644327821185951
12,-0.7576300918371823,-0.761841130135155,-0.7573518318600307,-0.7531078713899148,-0.7536026764606975,-0.7519866175245175,-0.7526604061815659,-0.7540804744644056,-0.7538602971009882,-0.7538241167094704
13,-0.13937484735661074,-0.02744684833644483,-0.023261524407560727,-0.03059329921597496,-0.031526034018625915,-0.030847051396799087,-0.03114106440487111,-0.03214754569509926,-0.03248853184651986,-0.02613879365982671
14,-0.06195000253552669,-0.07529893523760163,-0.11763504537349212,-0.13443568224939148,-0.14434826028542086,-0.15360846027158692,-0.15849237788716666,-0.1628042697188729,-0.1673231937944347,-0.17226308540306243
15,-0.2813258863177729,-0.2719590818637673,-0.2664592510447519,-0.261792427015981,-0.2629215914156777,-0.26528368818692694,-0.2650803545922351,-0.26413570322375196,-0.262688705264545,-0.2593376365985061
16,0.88982077266921,0.7811270274691483,0.7043705613574572,0.6992247880579266,0.752653639189288,0.7913885661159298,0.8350591554671497,0.8739402825802733,0.9010915745991163,0.9351567630885528
17,-0.8079494175329128,-0.8028183924062268,-0.8031106952796612,-0.80011648801307,-0.7980660183920754,-0.800642458462867,-0.8034787424465243,-0.8040361486828906,-0.8039339887434057,-0.8046460420561251
18,-0.39540435760888826,-0.3808577214939238,-0.3854937278006226,-0.384720935258804,-0.38426677894892386,-0.3854650605041914,-0.3878831404920992,-0.3832330297043556,-0.3805312276054536,-0.3780712661237629
19,-0.2124138685969953,-0.1506999327956029,-0.14727355739083356,-0.1322487673635893,-0.12813948194802396,-0.1434928532114951,-0.14977775706286564,-0.15494516066927785,-0.14961751501648568,-0.1459563525263855
