id,vocab_size,hidden_size,num_hidden_layers,num_attention_heads,intermediate_size,hidden_act,hidden_dropout_prob,attention_probs_dropout_prog,max_position_embeddings,type_vocab_size,initializer_range,layer_norm_eps,gradient_checkpointing,position_embedding_type,use_cache,energy_consumption,perplexity,energy_loss,loss,date
133,6848,37,4,12,3038,gelu_new,0.162386735,0.227951564,512,1,0.02,1e-12,False,relative_key,True,0.5067,2406.5467503051955,1219.3972383796429,7.785948115234375,2021-04-10 08:56:43.170614
134,22593,30,2,9,1278,relu,0.97516875,0.125614381,512,1,0.02,1e-12,False,relative_key,True,0.188144,2701.462136624541,508.2638922330877,7.9015484375,2021-04-10 09:23:28.833595
135,3662,23,1,14,862,gelu,0.506817603,0.351162064,512,1,0.02,1e-12,False,relative_key,True,0.161944,1656.0022349806866,268.1796259417123,7.412161684570313,2021-04-10 09:45:30.508158
136,23510,27,2,9,1179,gelu,0.175542388,0.130649128,512,1,0.02,1e-12,False,relative_key_query,True,0.196274,715.4839312156274,140.43089311541607,6.572959140625,2021-04-10 10:12:19.707784
137,26207,12,8,15,502,gelu,0.389978535,0.35279731,512,1,0.02,1e-12,False,relative_key_query,True,0.666288,1248.9972502897735,832.1918799010726,7.13009630859375,2021-04-10 12:02:12.114515
138,30499,25,3,6,623,gelu,0.438127125,0.7788631090000001,512,1,0.02,1e-12,False,absolute,True,0.157563,1700.7849041884238,267.98077185864065,7.438845131835937,2021-04-10 12:26:41.183387
139,13561,24,1,1,342,silu,0.297983695,0.38783038,512,1,0.02,1e-12,False,relative_key_query,True,0.087623,2364.8962906766865,207.2193076779633,7.768489448242187,2021-04-10 12:41:13.670295
140,10248,69,5,8,1284,gelu_new,0.196629445,0.113394839,512,1,0.02,1e-12,False,absolute,True,0.5359189999999999,2353.964612731325,1261.5343612903591,7.763856254882812,2021-04-10 14:00:38.155871
141,27197,3,10,15,166,silu,0.355907586,0.8282867340000001,512,1,0.02,1e-12,False,relative_key_query,True,0.720287,1811.9166883470505,1305.1000356994318,7.5021405078125,2021-04-10 16:06:10.733938
142,21145,14,3,4,1079,silu,0.101586594,0.514779339,512,1,0.02,1e-12,False,relative_key_query,True,0.161334,994.6262622630284,160.46703339594342,6.90236705078125,2021-04-10 16:32:42.142893
143,24442,5,7,13,1210,gelu,0.165202876,0.28230315699999997,512,1,0.02,1e-12,False,relative_key_query,True,0.541027,1865.4940736127148,1009.2826621644664,7.531281215820313,2021-04-10 18:05:18.083874
144,26913,48,1,7,269,silu,0.32983734600000003,0.157877579,512,1,0.02,1e-12,False,relative_key_query,True,0.173545,1641.856007447634,284.9359008124996,7.403582592773437,2021-04-10 18:28:51.213638
145,16400,72,6,5,967,gelu,0.771927203,0.37205152,512,1,0.02,1e-12,False,relative_key,True,0.547705,2513.486417004613,1376.6490780255122,7.829426079101562,2021-04-10 19:56:41.705978
146,14176,54,4,2,1016,silu,0.10853317300000001,0.504482297,512,1,0.02,1e-12,False,relative_key_query,True,0.364097,799.8496866762366,291.22287136975774,6.684423818359375,2021-04-10 20:59:54.995765
147,28040,42,1,8,522,silu,0.21728662,0.397885925,512,1,0.02,1e-12,False,relative_key_query,True,0.18235,1502.8631273958108,274.0470912806261,7.315127319335938,2021-04-10 21:24:10.449905
148,30362,75,1,16,429,relu,0.34877713,0.29582260899999996,512,1,0.02,1e-12,False,relative_key_query,True,0.478541,1922.423641819835,919.9585319801056,7.561341982421875,2021-04-10 22:23:31.491782
149,15913,41,9,13,1084,gelu_new,0.317675883,0.9814854479999999,512,1,0.02,1e-12,False,relative_key_query,True,0.9589719999999999,2396.3467495535024,2298.029435112821,7.781700668945312,2021-04-11 00:43:34.946961
150,14370,19,5,8,1065,gelu_new,0.291440887,0.327187809,512,1,0.02,1e-12,False,absolute,True,0.21715500000000001,1680.5361185062839,364.9368208142321,7.426868139648437,2021-04-11 01:17:24.477527
151,25094,16,10,17,2548,relu,0.44230335600000004,0.6696191029999999,512,1,0.02,1e-12,False,relative_key_query,True,0.8624780000000001,2486.5040278649244,2144.5550209448847,7.818632998046875,2021-04-11 03:32:23.809158
152,26451,21,2,11,524,silu,0.37687829899999997,0.240249391,512,1,0.02,1e-12,False,absolute,True,0.158628,1545.7048257522608,245.19206509942958,7.343235283203125,2021-04-11 03:55:10.224891
153,22077,17,1,14,442,silu,0.11514860800000001,0.13098168300000002,512,1,0.02,1e-12,False,absolute,True,0.133401,1389.8697102327176,185.41000921475475,7.236965288085938,2021-04-11 04:13:25.449628
