id,1,2,3,4,5,6,7,8,9,10
0,25.66913858,39.38594888,48.92012935,59.90453379,62.76486203,70.70032436,76.87971606,80.36618091,83.46730103,85.47186121
1,66.89797566,89.14822059,99.49699089,118.466171,114.5784369,127.3929657,131.0784615,134.6811026,135.2043614,130.2890376
2,13.31492298,21.18287914,27.10702172,33.79643194,36.40542324,43.50958587,47.61280709,51.4503224,54.26214832,54.68036994
3,220.0587631,395.0247394,561.8754597,751.944914,921.7136881,1077.400688,1282.824002,1449.872034,1620.015654,1817.91967
4,15.16414378,22.50933621,28.2017614,34.87676715,36.74456578,42.8777464,46.04130729,49.91808193,51.41742538,52.35291312
5,2885.451305,5792.565889,8532.115495,11628.13684,14675.77167,17463.09778,20888.68403,23341.50545,26069.07748,30218.96896
6,442.1120137,809.3445562,1073.239118,1412.465691,1718.539838,1959.010346,2254.151215,2473.615797,2735.204385,5060.070646
7,30.76398775,42.11562903,50.422392,60.5238826,62.39840155,71.17820156,76.58467657,79.41818535,83.10106861,84.05312227
8,49.74092121,71.52355651,83.63753843,102.5091706,107.0732245,123.0957054,137.185602,140.841347,146.9382904,151.2360427
9,26.45095535,42.41203571,55.19238699,71.68492496,81.85104925,96.02744424,110.1221858,119.9030261,126.9672582,136.777442
10,12.95106964,17.78447464,21.98367618,27.26008686,29.02394065,33.63808452,36.87152547,38.17839675,40.62604816,41.11252863
11,19.51604116,29.48772902,37.81137474,46.93281155,52.29504594,61.04161432,68.58141688,73.80766429,77.20284884,81.29919247
12,14.81489265,23.54264198,31.08004558,40.75128081,44.98798268,53.98531626,60.4961339,65.8637451,70.08384865,74.0038441
13,84.63850832,139.3672294,180.4898881,230.6607967,263.4932894,297.1866928,339.8717194,361.038184,376.4865165,415.2944769
14,63.25575067,47.43117118,53.01081324,63.06165689,64.88758026,72.95093391,76.00425119,73.39678347,73.35707157,71.44338254
15,434.9794556,886.3465718,1277.858715,1722.875003,2124.666947,2487.787953,2965.314643,3308.61664,3674.334707,4101.306403
16,106.4601639,147.5860262,177.7225265,221.0191885,249.6626927,287.0539459,325.3406121,345.4157884,361.0321128,394.3622424
17,20.8216925,35.58895838,47.05187202,61.07663212,69.91820213,83.57988616,94.95733622,104.804076,112.0964619,122.3484407
18,14.34966882,22.16298256,27.96341092,34.67241407,36.66658732,42.47823055,45.97655488,50.16971579,51.84465258,52.75268111
19,50.52842727,84.57733933,109.6086894,144.6361011,164.1352572,192.087522,220.4347056,240.1821763,256.9647753,282.4383875
20,35.33121716,53.49482476,68.48394511,85.02702571,91.44967351,106.6568883,117.6169274,124.8741887,129.965647,133.7670062
21,121.2756821,197.6316426,264.189079,339.0137962,396.6475557,466.6819895,542.4858571,600.977668,635.0976983,712.9490664
22,155.1685872,275.1700113,384.3871471,505.0086887,618.6546801,720.1795326,851.5925995,948.7766643,1033.410134,1185.0832
23,23.22805939,32.09869354,37.63929038,45.20223161,46.4734919,52.39337207,55.68921798,56.67906203,59.16640026,58.9429608
24,13.30617366,19.28270977,23.78716089,28.86300142,31.03721849,35.72573487,38.73357661,40.92778034,41.94551652,42.34297725
25,20.80682387,28.12502313,33.81437315,40.59475361,42.13119753,47.19750228,49.38097566,50.89760967,53.15692726,52.06310829
26,18.63355258,28.58548155,36.84823883,47.58608981,52.9996644,62.78416797,71.29979204,77.71122847,81.61889987,87.27755516
27,25.02069962,36.76926047,44.49724725,55.0732298,59.46750511,68.19185175,76.31198042,80.27261003,84.4535998,87.65019925
28,1860.361801,3560.066406,5134.648649,6919.329584,8672.763459,10182.19765,12138.37619,13395.49118,14899.60408,17282.48558
29,10.95233371,15.70916471,19.05026028,23.40020398,24.44384898,27.80354498,30.12051448,31.59741912,32.70236861,32.81729437
30,500.1096919,198.0153154,136.3741673,146.5041636,144.5575623,161.9005189,174.3042107,179.8791016,185.3132733,190.5308384
31,14.43937185,21.0490545,25.97663632,31.33103452,31.12297772,34.15718374,36.04766,37.24955832,38.35496712,37.99115461
32,158.6927719,59.7366773,61.24584006,71.67693724,70.92280527,79.31810603,80.49482453,78.2875622,78.97420877,77.07682821
33,89.9000772,128.7978306,161.5544955,204.6940977,217.9903024,255.6150446,274.2406309,296.743805,307.1311241,331.0533383
34,1523.699414,3083.209384,4466.452429,6050.256167,7599.513468,9043.594287,10916.94025,12210.36804,13667.76608,15823.57285
35,35.03426818,49.9789826,62.99870997,77.02755342,80.76324389,92.83140292,101.2701991,103.9087098,108.3874612,109.4062162
36,21.13018572,31.38966617,38.91618145,48.26463849,52.50144992,60.50366457,67.41337856,71.66550178,75.53128999,77.6929881
37,130.5922241,233.505923,326.1147988,438.9928977,521.445284,610.6132805,721.3508628,814.5858843,901.9054136,996.0580548
38,122.6273146,221.052116,302.6800309,401.6556479,473.3145767,542.9390628,620.0866253,683.4390229,738.0518164,810.3527952
39,16.58763461,27.46266615,36.71951516,48.87148971,56.03990832,65.75348106,76.59966513,83.42885366,90.15211061,98.80295751
40,25.70057606,40.04891387,52.84106297,68.00512745,77.61047336,91.53363713,104.5047275,113.9319111,121.5659352,130.3121253
41,14.91109926,23.37252007,29.37755133,37.29368139,39.64174992,46.26754952,50.27204282,54.1520246,56.32381438,57.19415415
