id,vocab_size,hidden_size,num_hidden_layers,num_attention_heads,intermediate_size,hidden_act,hidden_dropout_prob,attention_probs_dropout_prog,max_position_embeddings,type_vocab_size,initializer_range,layer_norm_eps,gradient_checkpointing,position_embedding_type,use_cache,energy_consumption,perplexity,energy_loss,loss,date
125,21317,45,2,5,1648,gelu,0.2589938684,0.3378385815,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,0.538872,463.8836763,249.9739244,6.139633823,07:04.5
126,25792,53,3,17,173,gelu,0.4875749215,0.4363028637,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,1.212466,2263.094522,2743.925162,7.724488413,36:19.9
127,18021,87,1,6,1124,gelu,0.1520244381,0.3592528762,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,0.824521,895.912003,738.6982607,6.797842197,27:24.4
128,9813,63,6,6,14,silu,0.6031210305,0.3672890289,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,1.144595,2237.876316,2561.462042,7.713282622,47:01.7
129,22760,48,3,1,800,gelu_new,0.1294094275,0.5271210454,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,0.344387,565.1214833,194.6204923,6.337040723,28:23.1
130,25127,28,2,17,2061,relu,0.5605873654,0.3128209988,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,0.976627,1821.538293,1778.963478,7.507436639,46:37.5
131,18441,52,2,3,922,gelu,0.4069755272,0.3648009773,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,0.458829,516.1207948,236.8111882,6.246340837,16:18.3
132,19917,36,1,16,609,gelu,0.4582762118,0.2410441204,512,1,0.02,1.00E-12,FALSE,relative_key_query,TRUE,0.851601,1358.804268,1157.159074,7.214360378,55:37.0
133,6848,37,4,12,3038,gelu_new,0.1623867352,0.2279515637,512,1,0.02,1.00E-12,FALSE,relative_key,TRUE,1.032347,2244.380856,2316.979843,7.716184974,58:01.8
134,22593,30,2,9,1278,relu,0.9751687497,0.1256143807,512,1,0.02,1.00E-12,FALSE,relative_key,TRUE,0.531385,2397.113114,1273.789952,7.782020423,12:24.9
